Product category,Product category (english),Brand name,Retailer,Article no.,Article description,Article description (english),Picture url,Retail price,Old retail price,Currency,Features,Features (english),Product link
Robot de cuisine,Kitchen Robot Cooking Machine,BOSCH,carrefour,4242002855332,Bosch Mmb21p1w - Blender Smoothiemixx - 500 W -  2 Vitesses + Turbo - BOSCH,Bosch Mmb21p1w - Blender Smoothiemixx - 500 W -  2 Vitesses + Turbo - BOSCH,https://www.carrefour.frhttps://media.carrefour.fr/medias/f0e32b99651530f6b19527c91b130378/p_540x540/d415b437629946558ad213b811fbb4fd-image.jpg,73.37,73.37,EUR,"
Description
BOSCH - Blender SmoothieMixx - blanc/rouge - 500 W -  fonctionnement tres silencieux - 2 vitesses + turbo - bol mixeur plastique 2,4 L (volume total- volume utile : 1,5L) - fonction glace pilée - Filtre smoothie - 21 000 Tours/min - 4 lames tranchantes Inox - BPA Free - Mixe vite fait, bien fait et en toute discrétion
","Description
BOSCH - SmoothieMixx Blender - white / red - 500 W - very quiet operation - 2 speeds + turbo - 2.4 L plastic mixer bowl (total volume - useful volume: 1.5L) - crushed ice function - Smoothie filter - 21,000 Rounds / min - 4 sharp stainless steel blades - BPA Free - Mix quickly, well done and discreetly",https://www.carrefour.fr/p/bosch-mmb21p1w-blender-smoothiemixx-500-w-2-vitesses-turbo-4242002855332?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,BOSCH,carrefour,4242002635125,Accessoires Robot Ménager Et Blender Bosch Muz 5 Fw 1 BOSCH,Bosch Muz 5 Fw 1 Food Processor And Blender Accessories BOSCH,https://www.carrefour.frhttps://media.carrefour.fr/medias/3639de24b4043e42923b4a8915b08b07/p_540x540/2d0d2a046bcf4ea89f0a38115bff56cd-image.jpg,63.66,63.66,EUR,"
Description
Compatibilité : Robot Bosch MUM 5Hauteur (mm) : 270Largeur (mm) : 129Matière : Disque ajouré inoxProfondeur (mm) : 180Type : ACCESSOIRES ROBOT MéNAGER ET BLENDERType de produit : Accessoires robot
","Description
Compatibility: Bosch MUM 5 robotHeight (mm): 270Width (mm): 129Material: Stainless steel perforated discDepth (mm): 180Type: ROBOT HOUSEHOLD AND BLENDER ACCESSORIES Product type: Robot accessories",https://www.carrefour.fr/p/accessoires-robot-menager-et-blender-bosch-muz-5-fw-1-4242002635125?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,BOSCH,carrefour,4242002855332,Bosch Mmb21p1w - Blender Smoothiemixx - 500 W -  2 Vitesses + Turbo - BOSCH,Bosch Mmb21p1w - Blender Smoothiemixx - 500 W -  2 Vitesses + Turbo - BOSCH,https://www.carrefour.frhttps://media.carrefour.fr/medias/f0e32b99651530f6b19527c91b130378/p_540x540/d415b437629946558ad213b811fbb4fd-image.jpg,80.33,80.33,EUR,"
Description
BOSCH - Blender SmoothieMixx - blanc/rouge - 500 W -  fonctionnement tres silencieux - 2 vitesses + turbo - bol mixeur plastique 2,4 L (volume total- volume utile : 1,5L) - fonction glace pilée - Filtre smoothie - 21 000 Tours/min - 4 lames tranchantes Inox - BPA Free - Mixe vite fait, bien fait et en toute discrétion
","Description
BOSCH - SmoothieMixx Blender - white / red - 500 W - very quiet operation - 2 speeds + turbo - 2.4 L plastic mixer bowl (total volume - useful volume: 1.5L) - crushed ice function - Smoothie filter - 21,000 Rounds / min - 4 sharp stainless steel blades - BPA Free - Mix quickly, well done and discreetly",https://www.carrefour.fr/p/bosch-mmb21p1w-blender-smoothiemixx-500-w-2-vitesses-turbo-4242002855332?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,LIVOO,carrefour,3523930090981,"Livoo Dop188 Blender A Soupe 1,1l 850w - Noir LIVOO","Livoo Dop188 Soup Blender 1,1l 850w - Black LIVOO",https://www.carrefour.frhttps://media.carrefour.fr/medias/b6b16da33f433a8cb97c10063b81f9b8/p_540x540/00be90f0f0134407a647953f5f22c714-image.jpg,68.59,68.59,EUR,"
Description
LIVOO DOP188 Blender a soupe 1,1L 850W - Noir
","Description
LIVOO DOP188 Soup blender 1,1L 850W - Black",https://www.carrefour.fr/p/livoo-dop188-blender-a-soupe-1-1l-850w-noir-3523930090981?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,LIVOO,carrefour,3523930090981,"Livoo Dop188 Blender A Soupe 1,1l 850w - Noir LIVOO","Livoo Dop188 Soup Blender 1,1l 850w - Black LIVOO",https://www.carrefour.frhttps://media.carrefour.fr/medias/b6b16da33f433a8cb97c10063b81f9b8/p_540x540/00be90f0f0134407a647953f5f22c714-image.jpg,75.14,75.14,EUR,"
Description
LIVOO DOP188 Blender a soupe 1,1L 850W - Noir
","Description
LIVOO DOP188 Soup blender 1,1L 850W - Black",https://www.carrefour.fr/p/livoo-dop188-blender-a-soupe-1-1l-850w-noir-3523930090981?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016044303,"Tristar Blender Avec Bol En Verre 1,5l - 500w TRISTAR","Tristar Blender With Glass Bowl 1,5l - 500w TRISTAR",https://www.carrefour.frhttps://media.carrefour.fr/medias/8fd6de49e02a3a4ba69e46066352efcb/p_540x540/240aa1e2770a4a83b7376a8cb1df21c8-image.jpg,50,50,EUR,"
Description
Blender avec bol en verre 1,5 litres 500W - Couteau inox - 2 vitesses + fonction pulse - Bol en verre amovible - Bouton on/off avec témoin lumineux - Couvercle avec ouverture remplissage - Interrupteur sécurité - Indicateur de niveau - Rangement cordon - Pieds anti-dérapants
","Description
Blender with glass bowl 1.5 liters 500W - Stainless steel knife - 2 speeds + pulse function - Removable glass bowl - On / off button with indicator light - Lid with filling opening - Safety switch - Level indicator - Cord storage - Anti feet -sliders",https://www.carrefour.fr/p/tristar-blender-avec-bol-en-verre-1-5l-500w-8713016044303?s=2096
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016044303,"Tristar Blender Avec Bol En Verre 1,5l - 500w TRISTAR","Tristar Blender With Glass Bowl 1,5l - 500w TRISTAR",https://www.carrefour.frhttps://media.carrefour.fr/medias/8fd6de49e02a3a4ba69e46066352efcb/p_540x540/240aa1e2770a4a83b7376a8cb1df21c8-image.jpg,52.25,52.25,EUR,"
Description
Blender avec bol en verre 1,5 litres 500W - Couteau inox - 2 vitesses + fonction pulse - Bol en verre amovible - Bouton on/off avec témoin lumineux - Couvercle avec ouverture remplissage - Interrupteur sécurité - Indicateur de niveau - Rangement cordon - Pieds anti-dérapants
","Description
Blender with glass bowl 1.5 liters 500W - Stainless steel knife - 2 speeds + pulse function - Removable glass bowl - On / off button with indicator light - Lid with filling opening - Safety switch - Level indicator - Cord storage - Anti feet -sliders",https://www.carrefour.fr/p/tristar-blender-avec-bol-en-verre-1-5l-500w-8713016044303?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016044303,"Tristar Blender Avec Bol En Verre 1,5l - 500w TRISTAR","Tristar Blender With Glass Bowl 1,5l - 500w TRISTAR",https://www.carrefour.frhttps://media.carrefour.fr/medias/8fd6de49e02a3a4ba69e46066352efcb/p_540x540/240aa1e2770a4a83b7376a8cb1df21c8-image.jpg,48.08,48.08,EUR,"
Description
Blender avec bol en verre 1,5 litres 500W - Couteau inox - 2 vitesses + fonction pulse - Bol en verre amovible - Bouton on/off avec témoin lumineux - Couvercle avec ouverture remplissage - Interrupteur sécurité - Indicateur de niveau - Rangement cordon - Pieds anti-dérapants
","Description
Blender with glass bowl 1.5 liters 500W - Stainless steel knife - 2 speeds + pulse function - Removable glass bowl - On / off button with indicator light - Lid with filling opening - Safety switch - Level indicator - Cord storage - Anti feet -sliders",https://www.carrefour.fr/p/tristar-blender-avec-bol-en-verre-1-5l-500w-8713016044303?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016044303,"Tristar Blender Avec Bol En Verre 1,5l - 500w TRISTAR","Tristar Blender With Glass Bowl 1,5l - 500w TRISTAR",https://www.carrefour.frhttps://media.carrefour.fr/medias/8fd6de49e02a3a4ba69e46066352efcb/p_540x540/240aa1e2770a4a83b7376a8cb1df21c8-image.jpg,50.06,50.06,EUR,"
Description
Blender avec bol en verre 1,5 litres 500W - Couteau inox - 2 vitesses + fonction pulse - Bol en verre amovible - Bouton on/off avec témoin lumineux - Couvercle avec ouverture remplissage - Interrupteur sécurité - Indicateur de niveau - Rangement cordon - Pieds anti-dérapants
","Description
Blender with glass bowl 1.5 liters 500W - Stainless steel knife - 2 speeds + pulse function - Removable glass bowl - On / off button with indicator light - Lid with filling opening - Safety switch - Level indicator - Cord storage - Anti feet -sliders",https://www.carrefour.fr/p/tristar-blender-avec-bol-en-verre-1-5l-500w-8713016044303?s=2155
Robot de cuisine,Kitchen Robot Cooking Machine,PHILIPS,carrefour,8710103782186,"Blender Chauffant Philips Viva Collection 1,2 L - Argent PHILIPS",Philips Viva Collection Heating Blender 1.2 L - PHILIPS Silver,https://www.carrefour.frhttps://media.carrefour.fr/medias/0b4f49ca1b2133998907ee50a06c8659/p_540x540/54e7cf215537416b83663b3f3688231a-image.jpg,112.39,112.39,EUR,"
Description
de la marque philips. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
of the brand philips. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/blender-chauffant-philips-viva-collection-1-2-l-argent-8710103782186?s=2402
Robot de cuisine,Kitchen Robot Cooking Machine,PHILIPS,carrefour,8710103881919,Philips Hr2052 / 00 Blender Daily 350w - Blanc PHILIPS,Philips Hr2052 / 00 Blender Daily 350w - Blanc PHILIPS,https://www.carrefour.frhttps://media.carrefour.fr/medias/be3f583d40f43befa1b65f72a8a119d4/p_540x540/b58c51ddda404614a9b2e1f970b78a7d-image.jpg,36.68,36.68,EUR,"
Description
Blender Daily Basic blanc 450W - 1,2L -bol plastique résistant - 4 lames inox -1 vitesse et fonction pulse - compatible lave vaisselle/
","Description
Blender Daily Basic white 450W - 1.2L - resistant plastic bowl - 4 stainless steel blades - 1 speed and pulse function - dishwasher safe /",https://www.carrefour.fr/p/philips-hr2052-00-blender-daily-350w-blanc-8710103881919?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,PHILIPS,carrefour,8710103881919,Philips Hr2052 / 00 Blender Daily 350w - Blanc PHILIPS,Philips Hr2052 / 00 Blender Daily 350w - Blanc PHILIPS,https://www.carrefour.frhttps://media.carrefour.fr/medias/be3f583d40f43befa1b65f72a8a119d4/p_540x540/b58c51ddda404614a9b2e1f970b78a7d-image.jpg,33.64,33.64,EUR,"
Description
Blender Daily Basic blanc 450W - 1,2L -bol plastique résistant - 4 lames inox -1 vitesse et fonction pulse - compatible lave vaisselle/
","Description
Blender Daily Basic white 450W - 1.2L - resistant plastic bowl - 4 stainless steel blades - 1 speed and pulse function - dishwasher safe /",https://www.carrefour.fr/p/philips-hr2052-00-blender-daily-350w-blanc-8710103881919?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,NINJA,carrefour,0622356239769,Ninja Qb3001eus - Blender - 2 Gobelets 470ml - 700w NINJA,Ninja Qb3001eus - Blender - 2 Tumblers 470ml - 700w NINJA,https://www.carrefour.frhttps://media.carrefour.fr/medias/3550098e4ee033e39c6bdac7a30dd95b/p_540x540/34ea4d7c40744842bebcdedefcb8f18f-image.jpg,86.78,86.78,EUR,"
Description
Créez des boissons glacées et des smoothies veloutés en seulement quelques secondes avec ce blender élégant et compact. Mixez facilement des fruits et des légumes entiers, des noix, des graines et meme de la glace. Consultez le livret de recettes pour plus d'inspiration.
","Description
Create frozen drinks and velvety smoothies in just seconds with this sleek and compact blender. Easily blend whole fruits and vegetables, nuts, seeds and even ice cream. Check out the recipe book for more inspiration.",https://www.carrefour.fr/p/ninja-qb3001eus-blender-2-gobelets-470ml-700w-0622356239769?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,NINJA,carrefour,0622356239769,Ninja Qb3001eus - Blender - 2 Gobelets 470ml - 700w NINJA,Ninja Qb3001eus - Blender - 2 Tumblers 470ml - 700w NINJA,https://www.carrefour.frhttps://media.carrefour.fr/medias/3550098e4ee033e39c6bdac7a30dd95b/p_540x540/34ea4d7c40744842bebcdedefcb8f18f-image.jpg,95.48,95.48,EUR,"
Description
Créez des boissons glacées et des smoothies veloutés en seulement quelques secondes avec ce blender élégant et compact. Mixez facilement des fruits et des légumes entiers, des noix, des graines et meme de la glace. Consultez le livret de recettes pour plus d'inspiration.
","Description
Create frozen drinks and velvety smoothies in just seconds with this sleek and compact blender. Easily blend whole fruits and vegetables, nuts, seeds and even ice cream. Check out the recipe book for more inspiration.",https://www.carrefour.fr/p/ninja-qb3001eus-blender-2-gobelets-470ml-700w-0622356239769?s=2415
Balance de cuisine intelligente,Smart Kitchen Scale,TEFAL,carrefour,3168430267961,Batterie De Cuisine 10 Pieces Revetement Anti-adhésif Tous Feux Dont Induction TEFAL,Cookware 10 Pieces Non-stick Coating All Fires Including TEFAL Induction,https://www.carrefour.frhttps://media.carrefour.fr/medias/c2517245470831e09f7bcf9c0b4a6669/p_540x540/2c269c09e2c64fe4a97932d60efa83fa-image.jpg,101.99,131.43,EUR,"
Description
Ingenio EXCEPTION, la gamme tous feux dont induction pour vous permettre de réinventer votre cuisine ! Avec sa poignée amovible, cuisinez de la plaque au four, servez directement a table et conservez les restes au réfrigérateur. Profitez aussi de sa parfaite empilabilité pour un gain de place maximal dans vos placards.
","Description
Ingenio EXCEPTION, the all-burner range including induction, allowing you to reinvent your kitchen! With its removable handle, cook from the plate in the oven, serve directly at the table and keep any leftovers in the refrigerator. Take advantage of its perfect stackability for maximum space saving in your cupboards.",https://www.carrefour.fr/p/batterie-de-cuisine-10-pieces-revetement-anti-adhesif-tous-feux-dont-induction-3168430267961?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,BEKO,carrefour,8690842155901,"Beko Tbn7602w - Blender - Puissance :  600 W - Bol Verre 1,75 L - 3 Vi BEKO",Beko Tbn7602w - Blender - Power: 600 W - Glass bowl 1.75 L - 3 Vi BEKO,https://www.carrefour.frhttps://media.carrefour.fr/medias/ff12ec84ded93a4a8bd67c6474a9f5fa/p_540x540/c245acb37ab74bbdb448de4ed319c656-image.jpg,48.83,48.83,EUR,"
Description
Blender - Puissance :  600 W - Bol verre 1,75 L - 3 vitesses + Pulse - 4 lames en étoile - Pieds antidérapants-  Bol verre gradué et thermorésistant
","Description
Blender - Power: 600 W - 1.75 L glass bowl - 3 speeds + Pulse - 4 star blades - Non-slip feet - Graduated and heat-resistant glass bowl",https://www.carrefour.fr/p/beko-tbn7602w-blender-puissance-600-w-bol-verre-1-75-l-3-vi-8690842155901?s=2145
Robot de cuisine,Kitchen Robot Cooking Machine,MOULINEX,carrefour,3016661156724,Moulinex Lm82ad10 Blender Perfectmix+ Avec Bol 1200w MOULINEX,Moulinex Lm82ad10 Blender Perfectmix + With Bowl 1200w MOULINEX,https://www.carrefour.frhttps://media.carrefour.fr/medias/f2cfe962efd63cf7a88f12ee236ffda9/p_540x540/b8766b7e6aad4f5b8923a203001c2050-image.jpg,161,161,EUR,"
Description
MOULINEX LM82AD10 Blender Perfectmix+ avec bol - 1200W - Fonction auto-nettoyage, fonction broyeur à glace, fonction mélange - 3 programmes - Contenance 2 L - Pour des jus maison riches en vitamine c - Inox.
","Description
MOULINEX LM82AD10 Perfectmix + blender with bowl - 1200W - Self-cleaning function, ice crusher function, mixing function - 3 programs - Capacity 2 L - For homemade juices rich in vitamin c - Stainless steel.",https://www.carrefour.fr/p/moulinex-lm82ad10-blender-perfectmix-avec-bol-1200w-3016661156724?s=2096
Robot de cuisine,Kitchen Robot Cooking Machine,MOULINEX,carrefour,3016661151378,Blender 600w 2l 2vit 4 Lames Bol Plastique Rouge Moulinex - Lm420510 MOULINEX,Blender 600w 2l 2vit 4 Blades Moulinex Red Plastic Bowl - Lm420510 MOULINEX,https://www.carrefour.frhttps://media.carrefour.fr/medias/962f4f9b95f537848540be7215ca439c/p_540x540/05f5587cc6184a898a11f36a03d010bf-image.jpg,67.57,67.57,EUR,"
Description
Blender BlendForce 2 L - Mixez au quotidien sans effort - IL est équipé de 4 lames démontables pour un mélange parfait sans aucun morceau et un entretien facilité - Nouveau système sécurisé du verrouillage automatique sur la base (Smart Lock) pour que les lames soient parfaitement immobilisées lorsque vous verrouillez le bol - Système de refroidissement par air du moteur pour empêcher la surchauffe et utiliser l'appareil de façon continu jusqu'à 3 minutes - 2 vitesses + 1 fonction pulse pour tout types de textures - Fonction glace pilée - Bol en plastique de 1,25 L utile et verre mesureur - Pieds anti-dérapants - Coloris rouge - Puissance 550 W - Garantie 2 ans.
","Description
Blender BlendForce 2 L - Mix effortlessly every day - It is equipped with 4 removable blades for a perfect mixture without any pieces and easy maintenance - New secure system of automatic locking on the base (Smart Lock) so that the blades are perfectly immobilized when you lock the bowl - Motor air cooling system to prevent overheating and use the appliance continuously for up to 3 minutes - 2 speeds + 1 pulse function for all types of textures - Crushed ice function - Plastic bowl 1.25 L useful and measuring glass - Non-slip feet - Red color - Power 550 W - 2 year warranty.",https://www.carrefour.fr/p/blender-600w-2l-2vit-4-lames-bol-plastique-rouge-moulinex-lm420510-3016661151378?s=2398
Robot de cuisine,Kitchen Robot Cooking Machine,MOULINEX,carrefour,3016661152085,Moulinex Lm965b10 - Blender Chauffant 2l - 1300w - 6 Lames Inox-8 Prog MOULINEX,Moulinex Lm965b10 - Heating Blender 2l - 1300w - 6 Stainless Steel Blades-8 Prog MOULINEX,https://www.carrefour.frhttps://media.carrefour.fr/medias/681f0334eff630bf93273c7b42abd80e/p_540x540/98efb15e436140e98e85ca3368b5952b-image.jpg,212.11,212.11,EUR,"
Description
de la marque moulinex. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
of the moulinex brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/moulinex-lm965b10-blender-chauffant-2l-1300w-6-lames-inox-8-prog-3016661152085?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,MOULINEX,carrefour,3016661151378,Blender 600w 2l 2vit 4 Lames Bol Plastique Rouge Moulinex - Lm420510 MOULINEX,Blender 600w 2l 2vit 4 Blades Moulinex Red Plastic Bowl - Lm420510 MOULINEX,https://www.carrefour.frhttps://media.carrefour.fr/medias/962f4f9b95f537848540be7215ca439c/p_540x540/05f5587cc6184a898a11f36a03d010bf-image.jpg,62.4,62.4,EUR,"
Description
Blender BlendForce 2 L - Mixez au quotidien sans effort - IL est équipé de 4 lames démontables pour un mélange parfait sans aucun morceau et un entretien facilité - Nouveau système sécurisé du verrouillage automatique sur la base (Smart Lock) pour que les lames soient parfaitement immobilisées lorsque vous verrouillez le bol - Système de refroidissement par air du moteur pour empêcher la surchauffe et utiliser l'appareil de façon continu jusqu'à 3 minutes - 2 vitesses + 1 fonction pulse pour tout types de textures - Fonction glace pilée - Bol en plastique de 1,25 L utile et verre mesureur - Pieds anti-dérapants - Coloris rouge - Puissance 550 W - Garantie 2 ans.
","Description
Blender BlendForce 2 L - Mix effortlessly every day - It is equipped with 4 removable blades for a perfect mixture without any pieces and easy maintenance - New secure system of automatic locking on the base (Smart Lock) so that the blades are perfectly immobilized when you lock the bowl - Motor air cooling system to prevent overheating and use the appliance continuously for up to 3 minutes - 2 speeds + 1 pulse function for all types of textures - Crushed ice function - Plastic bowl 1.25 L useful and measuring glass - Non-slip feet - Red color - Power 550 W - 2 year warranty.",https://www.carrefour.fr/p/blender-600w-2l-2vit-4-lames-bol-plastique-rouge-moulinex-lm420510-3016661151378?s=2391
Robot de cuisine,Kitchen Robot Cooking Machine,MOULINEX,carrefour,3016661151378,Blender 600w 2l 2vit 4 Lames Bol Plastique Rouge Moulinex - Lm420510 MOULINEX,Blender 600w 2l 2vit 4 Blades Moulinex Red Plastic Bowl - Lm420510 MOULINEX,https://www.carrefour.frhttps://media.carrefour.fr/medias/962f4f9b95f537848540be7215ca439c/p_540x540/05f5587cc6184a898a11f36a03d010bf-image.jpg,53.48,53.48,EUR,"
Description
Blender BlendForce 2 L - Mixez au quotidien sans effort - IL est équipé de 4 lames démontables pour un mélange parfait sans aucun morceau et un entretien facilité - Nouveau système sécurisé du verrouillage automatique sur la base (Smart Lock) pour que les lames soient parfaitement immobilisées lorsque vous verrouillez le bol - Système de refroidissement par air du moteur pour empêcher la surchauffe et utiliser l'appareil de façon continu jusqu'à 3 minutes - 2 vitesses + 1 fonction pulse pour tout types de textures - Fonction glace pilée - Bol en plastique de 1,25 L utile et verre mesureur - Pieds anti-dérapants - Coloris rouge - Puissance 550 W - Garantie 2 ans.
","Description
Blender BlendForce 2 L - Mix effortlessly every day - It is equipped with 4 removable blades for a perfect mixture without any pieces and easy maintenance - New secure system of automatic locking on the base (Smart Lock) so that the blades are perfectly immobilized when you lock the bowl - Motor air cooling system to prevent overheating and use the appliance continuously for up to 3 minutes - 2 speeds + 1 pulse function for all types of textures - Crushed ice function - Plastic bowl 1.25 L useful and measuring glass - Non-slip feet - Red color - Power 550 W - 2 year warranty.",https://www.carrefour.fr/p/blender-600w-2l-2vit-4-lames-bol-plastique-rouge-moulinex-lm420510-3016661151378?s=2155
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016099440,Tristar Blender  2000w - Bol Tritan  2litres - 3200 Tours/min TRISTAR,Tristar Blender 2000w - Bol Tritan 2litres - 3200 Tours / min TRISTAR,https://www.carrefour.frhttps://media.carrefour.fr/medias/6038d0d1a3403a5092b6ca1df1a2fb12/p_540x540/7c8a69036d194469bcdd97cb9cc2d1de-image.jpg,49.66,49.66,EUR,"
Description
Élégante bouilloire numérique de 1,7 L. Équipée d'un écran LED sur la poignée pour un réglage précis de la température. Également dotée d'une fonction maintien au chaud. Elle peut etre utilisée sans fil, idéale pour les droitiers et les gauchers
","Description
Stylish 1.7 L digital kettle. Equipped with an LED display on the handle for precise temperature adjustment. Also equipped with a keep warm function. It can be used wirelessly, ideal for both right and left handed people",https://www.carrefour.fr/p/tristar-blender-2000w-bol-tritan-2litres-3200-tours-min-8713016099440?s=2415
Robot de cuisine,Kitchen Robot Cooking Machine,TRISTAR,carrefour,8713016099440,Tristar Blender  2000w - Bol Tritan  2litres - 3200 Tours/min TRISTAR,Tristar Blender 2000w - Bol Tritan 2litres - 3200 Tours / min TRISTAR,https://www.carrefour.frhttps://media.carrefour.fr/medias/6038d0d1a3403a5092b6ca1df1a2fb12/p_540x540/7c8a69036d194469bcdd97cb9cc2d1de-image.jpg,45.01,45.01,EUR,"
Description
Élégante bouilloire numérique de 1,7 L. Équipée d'un écran LED sur la poignée pour un réglage précis de la température. Également dotée d'une fonction maintien au chaud. Elle peut etre utilisée sans fil, idéale pour les droitiers et les gauchers
","Description
Stylish 1.7 L digital kettle. Equipped with an LED display on the handle for precise temperature adjustment. Also equipped with a keep warm function. It can be used wirelessly, ideal for both right and left handed people",https://www.carrefour.fr/p/tristar-blender-2000w-bol-tritan-2litres-3200-tours-min-8713016099440?s=2419
Robot de cuisine,Kitchen Robot Cooking Machine,NUTRIBULLET,carrefour,3291480775909,Nutribullet Blender Et Extracteur De Nutriments - 2 L -  Marron NUTRIBULLET,Nutribullet Blender And Nutrient Extractor - 2 L - Brown NUTRIBULLET,https://www.carrefour.frhttps://media.carrefour.fr/medias/6652b3f738f233fe8f67730f507deb50/p_540x540/b4d6988b8bd7494cbae01e103e147d4d-image.jpg,98.6,98.6,EUR,"
Description
de la marque nutribullet. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the nutribullet brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/nutribullet-blender-et-extracteur-de-nutriments-2-l-marron-3291480775909?s=2419
Balance de cuisine intelligente,Smart Kitchen Scale,ARTHUR MARTIN,carrefour,3508510055420,Arthur Martin 5542 - Batterie De Cuisine 8 Pieces - Inox - Tous Feux Dont Induction ARTHUR MARTIN,Arthur Martin 5542 - 8 Piece Cookware Set - Stainless Steel - All Lights Including Induction ARTHUR MARTIN,https://www.carrefour.frhttps://media.carrefour.fr/medias/01d81058335e3d7f82c4792c9225f7b6/p_540x540/37ab74f0b5fe4360ad2a7367d7ef0398-image.jpg,86.72,104.39,EUR,,,https://www.carrefour.fr/p/arthur-martin-5542-batterie-de-cuisine-8-pieces-inox-tous-feux-dont-induction-3508510055420?s=2145
Balance de cuisine intelligente,Smart Kitchen Scale,ARTHUR MARTIN,carrefour,3508510055420,Arthur Martin 5542 - Batterie De Cuisine 8 Pieces - Inox - Tous Feux Dont Induction ARTHUR MARTIN,Arthur Martin 5542 - 8 Piece Cookware Set - Stainless Steel - All Lights Including Induction ARTHUR MARTIN,https://www.carrefour.frhttps://media.carrefour.fr/medias/01d81058335e3d7f82c4792c9225f7b6/p_540x540/37ab74f0b5fe4360ad2a7367d7ef0398-image.jpg,97.21,124.9,EUR,,,https://www.carrefour.fr/p/arthur-martin-5542-batterie-de-cuisine-8-pieces-inox-tous-feux-dont-induction-3508510055420?s=2399
Robot de cuisine,Kitchen Robot Cooking Machine,NUTRIBULLET,carrefour,3291480775909,Nutribullet Blender Et Extracteur De Nutriments - 2 L -  Marron NUTRIBULLET,Nutribullet Blender And Nutrient Extractor - 2 L - Brown NUTRIBULLET,https://www.carrefour.frhttps://media.carrefour.fr/medias/6652b3f738f233fe8f67730f507deb50/p_540x540/b4d6988b8bd7494cbae01e103e147d4d-image.jpg,100,100,EUR,"
Description
de la marque nutribullet. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the nutribullet brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/nutribullet-blender-et-extracteur-de-nutriments-2-l-marron-3291480775909?s=2096
Robot de cuisine,Kitchen Robot Cooking Machine,NUTRIBULLET,carrefour,3291480775909,Nutribullet Blender Et Extracteur De Nutriments - 2 L -  Marron NUTRIBULLET,Nutribullet Blender And Nutrient Extractor - 2 L - Brown NUTRIBULLET,https://www.carrefour.frhttps://media.carrefour.fr/medias/6652b3f738f233fe8f67730f507deb50/p_540x540/b4d6988b8bd7494cbae01e103e147d4d-image.jpg,107.82,107.82,EUR,"
Description
de la marque nutribullet. en achetant ce produit, vous profiterez d'une garantie de 2 ans !
","Description
from the nutribullet brand. by purchasing this product you will enjoy a 2 year warranty!",https://www.carrefour.fr/p/nutribullet-blender-et-extracteur-de-nutriments-2-l-marron-3291480775909?s=2415
Balance de cuisine intelligente,Smart Kitchen Scale,TEFAL,carrefour,3168430302907,Batterie De Cuisine 6 Pieces Empilables - Tous Feux Dont Induction - Manches Fixes TEFAL,Stackable 6 Piece Cookware Set - All Lights Including Induction - Fixed Handles TEFAL,https://www.carrefour.frhttps://media.carrefour.fr/medias/d49798fe7c203028aa17e4fe40270ef6/p_540x540/3c5fe35a22a445a383820c39b61a66b3-image.jpg,109.85,134.9,EUR,,,https://www.carrefour.fr/p/batterie-de-cuisine-6-pieces-empilables-tous-feux-dont-induction-manches-fixes-3168430302907?s=2399
